"date";"rain";"tmin";"tmax"
"10/28";0;5,4;15,04
"10/28";0,4;5,64;14,5
"10/28";0;5;13,575
"10/28";0;-3,92;5,92
"10/28";0;6,82;15,1
"10/28";0;6,16;15,88
"10/28";0,625;11,14;17,76
"10/28";0,125;3,88;8,34
"10/28";4,2;6,64;11,08
"10/28";0;2,58;13,4
"10/29";0;3,55;9,325
"10/29";0;-2,1;4,375
"10/29";0;-3,775;0,575
"10/29";0;0;11,425
"10/29";0;3,775;13,3
"10/29";10,68;5,35;11,575
"10/29";0;3,9;14,025
"10/29";0;-3,7;6,075
"10/29";8,5;-0,575;5,225
"10/29";0;3,46944695195361e-17;10,775
"10/29";0;-1,3;8,5
"10/29";5,56;0,7;4,275
"10/29";11,58;7,625;16,8
"10/29";0,04;4,68;11,44
"10/29";9,22;-1,325;4,225
"10/29";0;-1,94;7,66
"10/29";0,44;3,44;9,76
"10/29";0,7;2,94;14,6
"10/29";13,36;1,76;5,54
"10/29";13,28;1,42;8,1
"10/29";0,42;2,06;13,92
"10/29";0,14;1,42;14,94
"10/29";0,02;2,52;10,8
"10/29";0;-4,14;7,78
"10/29";2,16;3,98;7,78
"10/29";0;-1,36;10,98
"10/29";1,72;-1,74;4,28
"10/29";0;2,42;14,36
"10/29";0,86;3,24;10,1
"10/29";0,22;6,18;12,2
"10/29";0;0,5;11,74
"10/29";0,58;2,28;7,68
"10/29";0,7;5,62;16,68
"10/29";0;-1,2;7,58
"10/29";0;2,6;10,84
"10/29";0,24;3,12;9,28
"10/29";0;-0,2;11,06
"10/29";0,08;-1,78;7,02
"10/29";3,26;0,12;9,56
"10/29";0,28;3,82;10,14
"10/29";6,92;4,84;11,86
"10/29";2,56;6,58;13,66
"10/29";9,66;4,68;10,54
"10/29";0;-2,82;4,94
"10/29";10,46;1,7;9,5
"10/29";0;-0,02;7,96
"10/29";0,1;3,88;9,14
"10/29";0;5,74;15,92
"10/29";2,26;5,22;12,32
"10/29";0;-7,42;2,82
"10/29";4,94;4,04;15,32
"10/29";1,46;7,64;14,24
"10/29";0;4,78;13,52
"10/29";0;7,6;14,7
"10/29";0;0,65;10,5
"10/29";1,85;-2,26;8,08
"10/29";1,65;6,44;16,88
"10/29";0;4,56;14,76
"10/29";5,675;10,54;15,34
"10/29";0;1,04;11,82
"10/29";28,475;5,72;8,56
"10/29";0;2,38;13
"10/30";0,266666666666667;1,075;8,625
"10/30";0,133333333333333;-0,475;5,375
"10/30";1,26666666666667;-3,1;1,675
"10/30";0;-0,075;11,25
"10/30";3,16666666666667;4,05;8,7
"10/30";3,46;1,875;8,775
"10/30";1,1;4,275;14,2
"10/30";0;-5,225;6,55
"10/30";23,54;-1,425;1,875
"10/30";0;0,75;13,575
"10/30";0;-1,225;9,45
"10/30";1,36;-0,725;4,85
"10/30";1,2;4,175;10,55
"10/30";3,06;2,86;8,92
"10/30";4,68;-1,675;4,075
"10/30";0;-0,94;7,08
"10/30";0,2;1,94;8,66
"10/30";0;3,76;13,54
"10/30";0,14;-0,44;3,9
"10/30";0;-0,38;7,44
"10/30";0;5,26;16,2
"10/30";0;2,26;13,72
"10/30";0;3,48;15,4
"10/30";0;-3,88;8,44
"10/30";0;2,08;10,76
"10/30";0;-0,56;9,12
"10/30";0,56;-2,42;3,88
"10/30";0;2;15,24
"10/30";26,04;4,58;11,9
"10/30";0;3,96;12
"10/30";0;1,24;10,5
"10/30";2,18;4,28;6,56
"10/30";0,28;4,36;13,38
"10/30";3,9;1,14;7,62
"10/30";0;2,98;11,36
"10/30";0;2,4;8,22
"10/30";0;0,56;12,86
"10/30";5,52;0,12;7,92
"10/30";0,02;3,28;8,86
"10/30";0,08;3,78;8,4
"10/30";0;2,02;8,18
"10/30";1;6,32;13,64
"10/30";0,84;4,34;10,8
"10/30";0;-3,54;3,86
"10/30";2,58;0,54;6,14
"10/30";0;-1,82;7,34
"10/30";0;2,44;10,88
"10/30";1,02;6,76;14,34
"10/30";0;2,9;10,3
"10/30";0,68;-7,36;4,56
"10/30";5,68;0,5;8,5
"10/30";0;6,34;16
"10/30";0,16;3,3;15,34
"10/30";0;7,72;14,5
"10/30";0,1;2,85;13,75
"10/30";3,725;0,56;6,1
"10/30";3,15;7,34;15,5
"10/30";0;2,68;12,24
"10/30";0;5,04;12,3
"10/30";3,725;1,72;7,34
"10/30";5,575;2,64;7,3
"10/30";0;1,32;9,6
"10/31";1,5;3,7;7,45
"10/31";0,366666666666667;1,25;4,15
"10/31";0;-2,35;4,4
"10/31";5,56666666666667;1,625;12,975
"10/31";0,866666666666667;2;6,15
"10/31";0;-0,7;8,95
"10/31";2,1;5,725;9,175
"10/31";2,42;-4,15;4
"10/31";1,16;-2,075;3,5
"10/31";0;1,85;15,475
"10/31";2,62;-2,125;11,15
"10/31";0,36;-2,45;5,125
"10/31";1,54;1,25;8,275
"10/31";0;1,88;12,48
"10/31";22,3;-2,05;2,55
"10/31";0;0,68;11,32
"10/31";0,2;0,96;8,12
"10/31";0;2,28;11,28
"10/31";0;-2,34;2,6
"10/31";2,98;-1,14;8,82
"10/31";0;6,3;16,28
"10/31";0;1,94;11,6
"10/31";0;3,18;13,68
"10/31";0;-1;8,4
"10/31";0;0,98;10,4
"10/31";0;-1,3;9,38
"10/31";0,02;-4,1;3,38
"10/31";0;1,32;13,8
"10/31";0,48;5,68;10,74
"10/31";0,5;3,1;12,46
"10/31";0;0,42;10,58
"10/31";0;1,62;8,36
"10/31";0;-1,06;7,6
"10/31";0,68;3,42;12,08
"10/31";0;1,38;13,18
"10/31";0,26;1,22;9,14
"10/31";0;1;14,02
"10/31";6,38;3,1;8,3
"10/31";0;2,12;10,48
"10/31";0;3,76;8,26
"10/31";0;-1,46;4,66
"10/31";0,9;8,3;14,92
"10/31";11,92;1,18;10,22
"10/31";0;-4,34;3,72
"10/31";1,84;2,52;7,44
"10/31";0;-0,98;8,12
"10/31";0;6,28;16,28
"10/31";0;6,58;14,22
"10/31";0,06;-1,12;8,46
"10/31";0;-2,68;5,94
"10/31";1,34;1;7,68
"10/31";0;8,7;17,26
"10/31";22,72;6,26;14,52
"10/31";0,36;6,32;17,24
"10/31";2,1;4,575;11,025
"10/31";2,425;-1,28;10,94
"10/31";15;5,84;10,32
"10/31";0;2,28;10,16
"10/31";0,275;2,34;13,8
"10/31";0;3,84;8,48
"10/31";1,65;0,18;9,94
"10/31";0;-0,48;7,44
"11/01";0;3,625;7,575
"11/01";0;0,55;3,35
"11/01";0;-3,45;5,375
"11/01";17,7666666666667;-0,25;7,1
"11/01";1,46666666666667;-0,175;5,975
"11/01";0;-1,05;9,25
"11/01";0;4,225;11,325
"11/01";1,48;-3,675;4,575
"11/01";0,2;-3,075;4,075
"11/01";0,08;2,175;13,75
"11/01";21,76;0,25;4,1
"11/01";0;-0,075;6,55
"11/01";0,48;2,025;10,7
"11/01";0;0,375;11,575
"11/01";1,98;0,12;3,24
"11/01";24,8;4,58;11,32
"11/01";0,08;0,08;6,96
"11/01";0,06;4,22;16,02
"11/01";0,04;-2,84;1,34
"11/01";2,36;1,32;6,3
"11/01";0;6,96;16,1
"11/01";0;0,4;12,68
"11/01";0;4;14,54
"11/01";0;-1,16;8,28
"11/01";0;0,9;12,72
"11/01";0;-3;7,32
"11/01";0,14;-3,68;3,36
"11/01";0;1,1;12,72
"11/01";0;1,84;8,86
"11/01";2,36;4,32;9,08
"11/01";0;0,18;11,02
"11/01";0,94;-0,4;6,98
"11/01";0;-0,92;3,26
"11/01";0,3;4,7;13,9
"11/01";0;1,52;13,5
"11/01";0;1,5;10
"11/01";0;1,48;12,24
"11/01";14,42;3,64;9,18
"11/01";0,16;1,9;9,66
"11/01";4,06;2,8;9,94
"11/01";0;-3,5;7,66
"11/01";0;7,6;15,32
"11/01";20,38;2,18;8,8
"11/01";0;-5,08;5,58
"11/01";0,38;2,92;8,68
"11/01";0;2,02;10,52
"11/01";0,02;4,76;13,8
"11/01";4,72;5,44;12,88
"11/01";2,94;1,86;9,26
"11/01";0;-2,04;8,32
"11/01";3,34;2,94;10,02
"11/01";0;4,26;15,72
"11/01";0,22;2,72;8,92
"11/01";0;4,42;13,56
"11/01";0;5,25;13
"11/01";18,025;5,46;12,86
"11/01";2,45;6,64;12,42
"11/01";4,625;3,2;9,74
"11/01";6,7;2,96;12,14
"11/01";0;-0,92;8,62
"11/01";0,275;4,88;16,1
"11/01";0,025;-0,12;9,98
"11/02";0;2,75;9,1
"11/02";0;-1,325;2,275
"11/02";0,633333333333333;-2,1;5,85
"11/02";1,76666666666667;-0,425;4,95
"11/02";4,83333333333333;-1,225;3,575
"11/02";7,74;0,6;8,9
"11/02";0;1;12,325
"11/02";0;-2,525;8,325
"11/02";11,42;-1,8;1,125
"11/02";0,2;4,7;7,95
"11/02";0,24;-1,625;5,275
"11/02";0;5,55111512312578e-17;6,5
"11/02";7,44;5,525;10,35
"11/02";0;-0,625;12,7
"11/02";0;0,2;6,5
"11/02";2,42;4,96;9,94
"11/02";0,96;0,8;4,6
"11/02";0;5,5;14,22
"11/02";0;-3,78;3,98
"11/02";2,16;0,9;11,32
"11/02";3,14;8,62;17,66
"11/02";0;0,22;13,32
"11/02";0;5,7;15,88
"11/02";0;1,52;10,2
"11/02";0;2,06;13,46
"11/02";0;-3;8,78
"11/02";1,78;-2,8;3,28
"11/02";0;3,16;11,16
"11/02";0;1,56;9,16
"11/02";13,26;0,3;7,42
"11/02";0;0,66;8,82
"11/02";3,16;2,86;8,34
"11/02";0,94;-3,88;0,18
"11/02";0;6,22;15,74
"11/02";0;2,58;13,76
"11/02";0;-1,88;10,78
"11/02";0;1,68;10,42
"11/02";0,72;1,74;7,92
"11/02";4,82;2,76;9,7
"11/02";3,32;5,28;9,54
"11/02";3,94;-1,98;5,9
"11/02";0;5,88;14,28
"11/02";4,32;-0,02;6,54
"11/02";0,08;-2,8;8,72
"11/02";0,6;3,58;11,2
"11/02";0;3,24;10,44
"11/02";0;6,14;11,78
"11/02";1,5;2,04;10,38
"11/02";0;3,56;12,4
"11/02";0;-1,9;9,3
"11/02";0;1,56;8,32
"11/02";1,64;4,8;15,76
"11/02";0,36;1,5;10,32
"11/02";0;0,44;9,06
"11/02";8,925;5,3;8,975
"11/02";0,025;3,86;9,82
"11/02";0,1;9,3;13
"11/02";0;5,44;12,24
"11/02";2,375;-2,94;3,86
"11/02";0;-0,7;10,24
"11/02";0;5,22;14
"11/02";14,75;0,76;6,16
"11/03";0,633333333333333;3,6;11,15
"11/03";0;-2,275;1,525
"11/03";6,6;-0,15;6,75
"11/03";11,6333333333333;-1,55;6,175
"11/03";13,9;1,6;5,65
"11/03";4,74;1,425;5,825
"11/03";8,48;3,525;8,4
"11/03";0;-1,425;10,45
"11/03";0,3;-2,875;0,65
"11/03";0;3,35;10,225
"11/03";2,24;-1,7;4,575
"11/03";0;-2,075;7
"11/03";0,4;3,225;11,375
"11/03";12,1;-0,275;10,625
"11/03";0;-0,58;8,98
"11/03";5,02;5,48;12,96
"11/03";0;0,26;5,46
"11/03";2,86;2,88;11,08
"11/03";34,6;-2,52;5,58
"11/03";29,48;1,46;6,36
"11/03";7,88;8,42;15,92
"11/03";0;0,08;12,88
"11/03";0;7,62;17,24
"11/03";0;-0,16;11,78
"11/03";0;1,94;13,12
"11/03";0;-1,48;11,32
"11/03";0,14;-1,46;6,44
"11/03";0;4,24;12,02
"11/03";5,02;1,38;6,88
"11/03";0;2,76;14,84
"11/03";0;0,64;8,82
"11/03";1;0,12;5,88
"11/03";2,74;-6,84;-1,38
"11/03";0;6,56;15,14
"11/03";0;1,88;12,9
"11/03";0;-0,2;13,86
"11/03";0;0,66;9,26
"11/03";0;-0,16;7,08
"11/03";0;-0,14;7,5
"11/03";0,84;4,74;9,32
"11/03";0,1;-0,98;5,76
"11/03";11,1;4,18;15,72
"11/03";9,64;-0,56;2,96
"11/03";0;1,06;10,88
"11/03";12,74;4,34;8,5
"11/03";0;3,94;11,64
"11/03";0;5,1;13,8
"11/03";5,44;0,9;6,94
"11/03";0;3,86;15,34
"11/03";0;-1,02;9,26
"11/03";0,88;0,38;9,78
"11/03";8,7;6,66;11,46
"11/03";24,02;5,22;13,38
"11/03";0;-0,84;8,86
"11/03";10,85;5,775;9,55
"11/03";0;1,16;11,58
"11/03";0;8,14;14,4
"11/03";0,225;6,46;12,86
"11/03";0,85;-2,96;1
"11/03";0,675;2,46;11,74
"11/03";0,075;4,94;15,2
"11/03";3,175;1,2;6,32
"11/04";0;5,375;13,1
"11/04";0;-3,65;2,1
"11/04";10,9666666666667;-1,25;2,65
"11/04";0,5;-1,3;5,25
"11/04";0,0333333333333333;-0,9;5,925
"11/04";0;0,8;7,275
"11/04";1,36;-0,725;7,625
"11/04";0;0,55;11,55
"11/04";2,58;-3,675;2,075
"11/04";0;1,575;13,75
"11/04";4,4;1,8;6,6
"11/04";0;-2,825;7,575
"11/04";10,6;3,325;12,85
"11/04";2,44;0,375;5,625
"11/04";0;-0,26;9,02
"11/04";1,48;7,34;14,5
"11/04";0;-1,26;5,18
"11/04";5,66;3;6,74
"11/04";54,38;0,1;8,66
"11/04";1,06;-0,5;7,72
"11/04";5,74;5,3;9,92
"11/04";0;-4,44089209850063e-17;13,22
"11/04";0;4,06;13,76
"11/04";0;1,08;13,38
"11/04";0;1,72;12,86
"11/04";0;-1,36;11,04
"11/04";0,76;-3,84;4,24
"11/04";0,56;3,34;8,72
"11/04";8,96;1,26;7,1
"11/04";0,3;5,84;13,82
"11/04";0;-0,88;8,48
"11/04";0;-3,86;5,5
"11/04";9,06;-4,8;-1,44
"11/04";0;4,22;14,84
"11/04";0;1,04;10,02
"11/04";0;3,48;13,68
"11/04";0;0,48;8,62
"11/04";0;-2,52;7,2
"11/04";0;-4,38;5,24
"11/04";0;1,34;7,5
"11/04";0;-3,54;2,32
"11/04";9,64;4,66;13,02
"11/04";0,18;-0,28;4,96
"11/04";14,9;2,64;11,26
"11/04";3,36;3,66;8,64
"11/04";0;3,2;10,98
"11/04";0;5,54;14,24
"11/04";2,44;-3,64;4,56
"11/04";0;4,34;14,64
"11/04";0;-2,04;8,56
"11/04";25;4,34;7,9
"11/04";0,5;6,04;9,82
"11/04";6,86;3,18;9,94
"11/04";0;-0,42;11,08
"11/04";10,525;3,8;8,4
"11/04";0;2,7;10,88
"11/04";0;9,42;16
"11/04";0;5,04;11,54
"11/04";0;-3,38;4,1
"11/04";0,8;4;10,08
"11/04";3,125;4,5;11,88
"11/04";4,725;0,18;6,18
"11/05";1,1;4,1;12,6
"11/05";0,366666666666667;-3,9;2,975
"11/05";2;-1,425;2,25
"11/05";0;-1,975;8,025
"11/05";0;-2,075;6,825
"11/05";0;-0,3;9,8
"11/05";0;-2,475;8,4
"11/05";0;3,25;13,85
"11/05";1,18;-1,275;4,5
"11/05";0;4,125;13,25
"11/05";0,58;1,05;8,075
"11/05";5,6;-1,1;2,325
"11/05";27,7;2,05;12,1
"11/05";3,38;-0,3;2,775
"11/05";7,42;1,28;11,06
"11/05";2,42;7,62;15,32
"11/05";0;-1,08;4,26
"11/05";0;2,12;4,54
"11/05";0,46;0,5;9,04
"11/05";25,8;2,78;9
"11/05";5,68;3,98;7,26
"11/05";2,02;-1,62;6,34
"11/05";0,48;0,9;11,28
"11/05";0;0,96;13,02
"11/05";0;2,62;12,54
"11/05";0,42;1,74;12,7
"11/05";1,06;-0,94;2,9
"11/05";0;3,96;7,74
"11/05";1,2;2,78;8,96
"11/05";0;5,96;11,18
"11/05";0;-1,64;7,52
"11/05";3,02;-2,04;4,36
"11/05";4,82;-5,08;0,74
"11/05";0,52;3,82;12,08
"11/05";0;-0,58;7,84
"11/05";0,12;2,6;12,44
"11/05";0;-1,38;7,56
"11/05";5,02;-0,4;11,68
"11/05";0;-4,28;6,08
"11/05";0;-0,8;9,54
"11/05";0;-7,34;4,22
"11/05";20,56;1,52;7,5
"11/05";3,16;-2,38;3,22
"11/05";4,22;1,14;7,06
"11/05";0,56;5,32;11
"11/05";6,78;3,7;8,96
"11/05";0;8,08;15,96
"11/05";0,7;-4,18;-0,76
"11/05";1,2;2,46;12,28
"11/05";0;0,78;11,72
"11/05";0;0,86;7,72
"11/05";0;4,52;12,5
"11/05";0;-0,28;5,88
"11/05";0;0,56;9,12
"11/05";1,75;1;5,2
"11/05";0;-0,7;9,1
"11/05";3,2;7,12;12,44
"11/05";8,95;6,3;10,02
"11/05";0;-0,18;6,26
"11/05";0;0,72;7,5
"11/05";0;7;16,94
"11/05";0;-0,16;7,62
"11/06";0;2,75;9,925
"11/06";2,3;-4,225;2,475
"11/06";0,0666666666666667;-2,375;2,5
"11/06";0;1,175;11,6
"11/06";6,66666666666667;1,075;8,2
"11/06";3,68;-0,5;6,875
"11/06";0;-0,7;12,15
"11/06";0;3,825;15,85
"11/06";0,58;0,5;4,35
"11/06";6,42;5,8;12,275
"11/06";0;-0,5;5,85
"11/06";3,4;-1,475;1,475
"11/06";1,86;-0,625;6,775
"11/06";3,16;-0,3;2,92
"11/06";8,28;6,24;13,04
"11/06";18,54;7,6;13,04
"11/06";0;-1,78;6,24
"11/06";0;1,74;7,48
"11/06";0;2,38;13,12
"11/06";3,9;1,24;7,7
"11/06";1,18;3,4;7,62
"11/06";0;-4,22;5,12
"11/06";0,22;-0,52;8,76
"11/06";0;0,68;12,02
"11/06";0;3,52;13,84
"11/06";13,96;1,1;9,08
"11/06";0,02;-0,52;4,2
"11/06";0,08;2,62;6,42
"11/06";2,68;2,8;11
"11/06";0;2,58;11,76
"11/06";0;-1,58;8,96
"11/06";30,62;-0,66;3,46
"11/06";3,6;-3,26;1,34
"11/06";0,38;1,8;8,86
"11/06";0;-1,7;6,48
"11/06";0;3,52;10,86
"11/06";0,08;1,28;11,42
"11/06";0,4;2;11,84
"11/06";0,1;0,64;10,46
"11/06";0;0,06;11,2
"11/06";0;-5,54;6,56
"11/06";9,86;0,42;4,58
"11/06";0;-3,12;3,42
"11/06";1,34;-0,02;4,62
"11/06";0;4,08;11,86
"11/06";0,78;5,14;9,14
"11/06";2,5;7,66;15,34
"11/06";1,04;-6,42;0,32
"11/06";0;3,22;11,02
"11/06";10,4;6,38;17,18
"11/06";0;-1,98;6,06
"11/06";8,92;3,62;9,68
"11/06";27,98;-0,08;11,1
"11/06";0,4;3;7,84
"11/06";0,125;-1,75;3,875
"11/06";0,15;-1,06;5,88
"11/06";1,425;4,64;9,22
"11/06";1,65;5,22;8,28
"11/06";0;2,96;8,18
"11/06";3,15;-1,6;6,14
"11/06";1,525;3,78;12,7
"11/06";2,475;-0,74;3,82
"11/07";6,03333333333333;2,175;10,575
"11/07";2,76666666666667;-3,2;3,325
"11/07";0,333333333333333;-2,65;3,825
"11/07";0,5;4,175;12,875
"11/07";12,0333333333333;-1,35;5,975
"11/07";0;-0,7;6,125
"11/07";0;2;14,125
"11/07";0;3,625;15,3
"11/07";0;0,6;6,55
"11/07";12,72;4,475;11,525
"11/07";1,84;-0,325;6,175
"11/07";2,08;-1,675;1,95
"11/07";0,02;-0,975;5,1
"11/07";0;-1,84;4,54
"11/07";1,84;6,22;14,84
"11/07";12,2;3,3;9,3
"11/07";0;-2,88;5,4
"11/07";0,52;2,58;14,58
"11/07";0;2,44;13,36
"11/07";0;0,26;6,04
"11/07";4,44;4,46;8,22
"11/07";0,56;-5,44;5,16
"11/07";3,34;-1,9;6,08
"11/07";0,28;1,86;10,44
"11/07";0;2,42;11,8
"11/07";0;-1,54;3,88
"11/07";0,02;0,32;3,46
"11/07";0,34;2,38;5,46
"11/07";12,24;4,84;11,16
"11/07";0;3,24;13
"11/07";0;-1,42;9,04
"11/07";6,68;0,02;5,22
"11/07";0,74;-2,06;2,98
"11/07";1,22;-3,42;4,24
"11/07";0;-4,58;8,94
"11/07";0;1,5;11,3
"11/07";0;3,66;13,4
"11/07";0;-2,12;7,46
"11/07";0;0,86;9,98
"11/07";0;0,34;9,7
"11/07";0;-3,16;7,34
"11/07";0,28;0,18;4,76
"11/07";0;-5,86;3,74
"11/07";5,3;-2,62;3,32
"11/07";0;2,34;13,22
"11/07";0,52;5,26;10,54
"11/07";1,64;6,06;10,46
"11/07";0,04;-1,34;7,34
"11/07";1,04;3,56;13,08
"11/07";11,06;8,92;17,72
"11/07";0;-0,88;6,52
"11/07";2,2;2,62;6,36
"11/07";2,82;3,6;9,2
"11/07";3,86;3,26;9
"11/07";0,775;-4,675;1,55
"11/07";0,525;-1,34;4,6
"11/07";6,7;0,44;5,54
"11/07";0;4,98;9,54
"11/07";0;1,24;11,38
"11/07";3,425;0,66;4,7
"11/07";0,475;5,06;9,8
"11/07";0,575;0,44;8,28
"11/08";7,76666666666667;3,875;7,625
"11/08";8,5;-1,725;4,175
"11/08";0,333333333333333;-2,175;3
"11/08";1,06666666666667;5,15;14,625
"11/08";10,1;-3,275;0,875
"11/08";0;-3,525;5,775
"11/08";0,18;4,75;12,225
"11/08";0;2,75;12,375
"11/08";0;-2,25;7,45
"11/08";6,16;2,65;7,8
"11/08";0;-1,7;6,9
"11/08";0,68;-1,475;2,875
"11/08";2,32;-0,275;4,9
"11/08";0,82;-1,26;5,22
"11/08";3,28;8,92;15,54
"11/08";0,1;2,24;10,38
"11/08";3,12;-3,94;4,12
"11/08";0,62;4,48;11
"11/08";0;0,88;10,98
"11/08";5,26;0,1;6,4
"11/08";0,22;1,74;8,2
"11/08";0;1,62;10,8
"11/08";0,34;0,66;5,02
"11/08";2,44;3,16;10,42
"11/08";0;2,12;12,38
"11/08";1,16;-3,58;4,52
"11/08";0;-1,68;6,06
"11/08";0;-0,7;6,84
"11/08";0;1,12;8,04
"11/08";0;3,02;12,76
"11/08";0;-0,78;7,72
"11/08";0;1,34;9,9
"11/08";0;-0,06;6,68
"11/08";0,26;-6;0,66
"11/08";0,24;3,58;10,86
"11/08";0;2,28;10,7
"11/08";0;2,48;11,96
"11/08";2,34;-1,3;6,08
"11/08";0,16;-0,7;12,42
"11/08";0;-0,52;9,96
"11/08";0;-4,54;6,48
"11/08";2,16;-2,28;5,92
"11/08";0;-5,78;5,48
"11/08";0;0,46;9,38
"11/08";0,52;0,86;9,72
"11/08";1,54;3,72;8,08
"11/08";0;4,42;10,32
"11/08";1,16;-0,12;5,86
"11/08";0,06;3,76;11,36
"11/08";7,9;6,64;12,14
"11/08";1,88;-2,28;7,96
"11/08";5,48;1,76;6,86
"11/08";1,06;2,18;9,66
"11/08";7,04;4,3;9,54
"11/08";0,175;-1,35;4,575
"11/08";1,775;-1,22;8,42
"11/08";1,425;-0,92;3,14
"11/08";0;1,28;10,9
"11/08";0;1,72;12,3
"11/08";0,775;2,14;8,3
"11/08";0,4;4,58;9,88
"11/08";3,475;0,72;4,7
"11/09";0,3;-2,075;5,55
"11/09";4,4;-2,075;2,975
"11/09";0;-0,625;7,55
"11/09";0,1;5,35;12,975
"11/09";0,0333333333333333;-4;1,1
"11/09";0;-1,875;8,925
"11/09";6,58;3,95;12,475
"11/09";0;2,9;13,95
"11/09";0;-4,55;5,85
"11/09";0;2,075;9,475
"11/09";0,38;-1,675;6,525
"11/09";0;-2,35;5,525
"11/09";0;-1,675;5
"11/09";10,76;0,48;8,44
"11/09";3,62;4,8;12,14
"11/09";0;1,82;10,08
"11/09";3,12;-1,8;4,2
"11/09";0;2,12;9,08
"11/09";0;2,94;13,18
"11/09";0;2,78;9,46
"11/09";1,7;1,42;7,52
"11/09";3,66;1,16;9,94
"11/09";1,56;1,36;8,06
"11/09";20,14;3,66;7,92
"11/09";0;0,86;10,08
"11/09";0,04;-0,54;6,5
"11/09";0;-4,28;4,7
"11/09";0,5;-2,14;4,48
"11/09";0;0,7;9,94
"11/09";0;4,18;13,4
"11/09";0;-1,2;7,62
"11/09";31,72;2,32;8,82
"11/09";1,14;0,36;6,8
"11/09";0,58;-5,94;-0,12
"11/09";12,28;6,54;12,34
"11/09";0;-0,26;8,36
"11/09";0;2,84;13,4
"11/09";0;3,48;11,9
"11/09";0;-0,14;9,38
"11/09";0;-0,26;9,12
"11/09";0;-3,66;5,58
"11/09";5,44;1,06;4,7
"11/09";0;-4,92;5,24
"11/09";5,42;1,72;7,32
"11/09";0;0,28;8,7
"11/09";0,28;4,3;8,46
"11/09";0;1,76;9,68
"11/09";0;-0,72;7,26
"11/09";0;-0,16;8,3
"11/09";3,14;3,02;9,28
"11/09";9,52;2,36;8,06
"11/09";13;0,7;4,96
"11/09";1,26;0,34;8,96
"11/09";7,3;-0,98;7,48
"11/09";3,75;-2,825;6,15
"11/09";0;0,32;10,02
"11/09";2,025;-1,74;1,44
"11/09";0;2,02;9,94
"11/09";2,875;5,42;10,58
"11/09";7,5;-0,36;5,46
"11/09";0;1;11,04
"11/09";0,85;2,54;6,44
"11/10";0;-4,075;6,225
"11/10";4,56666666666667;-2,225;5,5
"11/10";0;-0,625;10,125
"11/10";0,133333333333333;6,25;16,175
"11/10";24,0666666666667;-3,6;-0,275
"11/10";0;-1,8;9,125
"11/10";17,6;3,6;7,925
"11/10";13,16;4,65;8,725
"11/10";0;-3,25;6,45
"11/10";14,6;1,6;10,35
"11/10";2,16;1,8;4,925
"11/10";0,44;-3,25;3,525
"11/10";0;-2,05;6,475
"11/10";15,7;1,12;7,68
"11/10";1,92;3,42;9,5
"11/10";0,52;1,92;12,08
"11/10";1,46;-0,82;4,38
"11/10";14,36;1,06;4,78
"11/10";4,14;2,76;11,86
"11/10";0,48;0,88;7,14
"11/10";0;4,06;6,62
"11/10";0;1,78;11,56
"11/10";0,22;1,02;7,28
"11/10";13,9;2,68;6,1
"11/10";0;0,56;11,1
"11/10";0;-0,82;7,34
"11/10";0,6;-2,58;8,24
"11/10";0,7;-1,32;5,02
"11/10";6,9;1,58;12,64
"11/10";0;9,06;15,12
"11/10";0;-0,94;7,78
"11/10";31,98;-0,76;5,64
"11/10";0,58;-1,3;3,84
"11/10";0,14;-5,6;1,18
"11/10";1,58;6,74;10
"11/10";0;0,36;8,74
"11/10";0;3,48;12,66
"11/10";6,78;3,66;10,86
"11/10";0;-0,84;10,56
"11/10";3,02;0,38;8,34
"11/10";0;-1,94;8,46
"11/10";0;-0,62;6,26
"11/10";0;-3,78;6,12
"11/10";0,12;-0,92;5,5
"11/10";0,86;0,94;9,6
"11/10";0;3,88;7,9
"11/10";27,06;3,4;8,16
"11/10";0;-1,86;8,18
"11/10";0,12;-0,94;6,72
"11/10";0,64;2,94;8,74
"11/10";10,04;5,44;10,56
"11/10";3,76;8,32667268468867e-17;2,88
"11/10";0;1,22;7,18
"11/10";0,06;-2,86;1,62
"11/10";3,95;0,975;6,025
"11/10";0;-0,34;5,42
"11/10";1,95;-4,02;0,92
"11/10";0;1,98;9,36
"11/10";0;1,18;7,48
"11/10";22,6;-1,12;1,3
"11/10";0;2,4;10,82
"11/10";0;2,04;5,18
"11/11";0;-2,125;8,3
"11/11";3,86666666666667;1,125;5,975
"11/11";0;3,725;10,675
"11/11";8,1;6,925;14,55
"11/11";7,86666666666667;-1,925;2,375
"11/11";0;-1,325;6,025
"11/11";0;0,9;7,5
"11/11";1,54;3,875;7,45
"11/11";0,4;-1,2;7,375
"11/11";14,24;4,1;7,95
"11/11";15,92;2,175;5,3
"11/11";7,8;-1,525;0,925
"11/11";0;-1,55;9,475
"11/11";3,58;-0,44;4,38
"11/11";3,5;1,58;6,1
"11/11";0;7,28;14,9
"11/11";1,3;0,68;4,84
"11/11";2,58;0,5;5,24
"11/11";9,48;0,52;5,4
"11/11";0,16;-1,28;5,72
"11/11";0;2,34;6,54
"11/11";0;0,5;11,28
"11/11";0;-0,76;7,48
"11/11";5,44;2,62;6,5
"11/11";14,12;0,54;6,56
"11/11";0;-1,22;9,88
"11/11";0;1,46;8,28
"11/11";0,64;-0,98;4,9
